0,7,8,9
2023-09-29,5.48,0.0,0
2023-09-30,0.04,0.0,0
Sum,14.25,0.0,-
Normal,,,
,,,
,,,
,,,
,,,
,,,
,,,
Date,Precipitation,New Snow,Snow Depth
2023-10-01,0.00,0.0,0
2023-10-02,0.00,0.0,0
2023-10-03,0.00,0.0,0
2023-10-04,0.00,0.0,0
2023-10-05,0.00,0.0,0
2023-10-06,0.14,0.0,0
2023-10-07,0.35,0.0,0
2023-10-08,0.00,0.0,0
2023-10-09,0.00,0.0,0
2023-10-10,0.02,0.0,0
2023-10-11,0.00,0.0,0
2023-10-12,0.00,0.0,0
2023-10-13,0.00,0.0,0
2023-10-14,0.81,0.0,0
2023-10-15,0.01,0.0,0
2023-10-16,T,0.0,0
2023-10-17,0.00,0.0,0
2023-10-18,0.00,0.0,0
2023-10-19,0.00,0.0,0
2023-10-20,0.84,0.0,0
2023-10-21,0.67,0.0,0
2023-10-22,0.00,0.0,0
2023-10-23,0.00,0.0,0
2023-10-24,0.00,0.0,0
2023-10-25,0.00,0.0,0
2023-10-26,0.00,0.0,0
2023-10-27,0.00,0.0,0
2023-10-28,0.00,0.0,0
2023-10-29,0.47,0.0,0
2023-10-30,0.59,0.0,0
2023-10-31,T,0.0,0
Normal,,,
,,,
,,,
,,,
,,,
,,,
,,,
Date,Precipitation,New Snow,Snow Depth
2023-11-01,0.01,0.0,0
2023-11-02,0.00,0.0,0
2023-11-03,0.00,0.0,0
2023-11-04,0.00,0.0,0
2023-11-05,T,0.0,0
2023-11-06,0.00,0.0,0
2023-11-07,0.06,0.0,0
2023-11-08,0.00,0.0,0
2023-11-09,0.00,0.0,0
2023-11-10,0.00,0.0,0
2023-11-11,0.00,0.0,0
2023-11-12,0.00,0.0,0
2023-11-13,T,0.0,0
2023-11-14,0.00,0.0,0
2023-11-15,0.00,0.0,0
2023-11-16,0.00,0.0,0
2023-11-17,0.00,0.0,0
2023-11-18,T,0.0,0
2023-11-19,0.00,0.0,0
2023-11-20,0.00,0.0,0
2023-11-21,0.59,0.0,0
2023-11-22,1.93,0.0,0
2023-11-23,0.00,0.0,0
2023-11-24,0.00,0.0,0
2023-11-25,0.00,0.0,0
2023-11-26,0.28,0.0,0
2023-11-27,0.08,0.0,0
2023-11-28,T,T,0
2023-11-29,0.00,0.0,0
2023-11-30,0.00,0.0,0
2023-11-30,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Date,Precipitation,New Snow,Snow Depth
2023-12-01,0.41,0.0,0
2023-12-02,0.00,0.0,0
2023-12-03,0.55,0.0,0
2023-12-04,0.00,0.0,0
2023-12-05,0.00,0.0,0
2023-12-06,0.00,0.0,0
2023-12-07,T,T,0
2023-12-08,0.00,0.0,0
2023-12-09,T,0.0,0
2023-12-10,1.12,0.0,0
2023-12-11,0.55,0.0,0
2023-12-12,0.00,0.0,0
2023-12-13,0.00,0.0,0
2023-12-14,0.00,0.0,0
2023-12-15,0.00,0.0,0
2023-12-16,0.00,0.0,0
2023-12-17,0.26,0.0,0
2023-12-18,2.21,0.0,0
2023-12-19,0.00,0.0,0
2023-12-20,0.00,0.0,0
2023-12-21,0.00,0.0,0
2023-12-22,0.00,0.0,0
2023-12-23,0.00,0.0,0
2023-12-24,0.02,0.0,0
2023-12-25,0.00,0.0,0
2023-12-26,0.00,0.0,0
2023-12-27,0.32,0.0,0
2023-12-28,1.22,0.0,0
2023-12-29,0.05,0.0,0
2023-12-30,0.00,0.0,0
2023-12-31,0.00,0.0,0
Normal,,,
,,,
,,,
,,,
,,,
,,,
,,,
